experiment_id,folder,title,file_count,total_bytes,frame_class,evidence_class,best_reported_mae_c,reported_baseline_mae_c,computed_delta_c,reported_status,key_summary,primary_concern,recommended_action,reproducibility_note
0156,0156_moisture_profile_safe_proxy,0156 Moisture-Profile and Stability Safe Proxy Conversion,50,603953,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0156 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Historical humidity profile sparsity/quality may limit stable labels. Reduce to broad classes and report missing-level sensitivity.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0157,0157_shear_veering_safe_proxy,"0157 Vertical Shear, Veering, and Advection Safe Proxy Conversion",49,587104,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0157 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Surface winds are exposure-dependent and may poorly represent vertical flow. Negative result is expected/valuable.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0158,0158_marine_temperature_safe_proxy,0158 Sea-Temperature and Marine-Moderation Safe Proxy Conversion,50,1589733,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0158 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Sea temperature evolves slowly and may be mostly calendar. If student adds no conditional value, retain calendar/coastal proxy and do not chase blocked data.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0159,0159_tc_regime_safe_proxy,"0159 Tropical-Cyclone Subsidence, Cloud-Shield, and Flow-Regime Safe Proxy",50,1618794,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0159 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked TC events are rare and best-track revisions are retrospective. Use event-level uncertainty and do not promote if student confidence is low.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0160,0160_timestamp_proof_shadow_latency,0160 Timestamp-Proof Acquisition and Prospective Shadow-Latency Experiment,52,317205,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,1.0791073124406458,1.0791073124406458,0.0,COMPLETE_AUDIT,# Conclusion Status: `COMPLETE_AUDIT` 0160 completed its foundation/audit role and wrote the required evidence tables without using 2024+ target rows. ## Expected Failure Modes Checked Provider pages may overwrite values or lack issue timestamps. First-seen retrieval still enables future deployment but not retrospective scoring.,No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Shared 0105-0183 generator not present in archive
0161,0161_expanded_online_memory_replay,"0161 Exact 0075/0081 Online-Memory Replay on the 5,265-Row Expanded Frame",51,783942,expanded_official_5265_or_audit,CAUSAL_METHOD_EVIDENCE_REPRODUCTION_INCOMPLETE,1.061094617057922,1.0791073124406458,-0.018012695382723765,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0161 scored a candidate MAE of 1.0610946170579219 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked New press-era rows may reveal that the narrow-frame lift was composition-specific. That result is decisive; retain online memory only in sources/eras with prior evidence.,"Online-memory logic appears causal, but the shared generator script is absent and some outputs are duplicated",Reimplement self-contained under the new validator before promotion.,Shared 0105-0183 generator not present in archive
0162,0162_hierarchical_online_memory,0162 Hierarchical Source–Era–Season Online Residual Memory,49,805225,expanded_official_5265_or_audit,CAUSAL_METHOD_EVIDENCE_REPRODUCTION_INCOMPLETE,1.0619279622445854,1.0791073124406458,-0.017179350196060428,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0162 scored a candidate MAE of 1.0619279622445854 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Hierarchy may overreact to source gaps or double-count correlated contexts. Reset/decay states across long gaps and prefer simpler memory if tied.,"Online-memory logic appears causal, but the shared generator script is absent and some outputs are duplicated",Reimplement self-contained under the new validator before promotion.,Shared 0105-0183 generator not present in archive
0163,0163_residual_streak_momentum,"0163 Signed Residual Streak, Bias Momentum, and Multi-Halflife State",49,858091,expanded_official_5265_or_audit,CAUSAL_METHOD_EVIDENCE_REPRODUCTION_INCOMPLETE,1.0615872924328744,1.0791073124406458,-0.01752002000777142,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0163 scored a candidate MAE of 1.0615872924328744 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Streaks can arise by chance and sparse states overfit. Use shrinkage and broad states; do not tune run thresholds repeatedly.,"Online-memory logic appears causal, but the shared generator script is absent and some outputs are duplicated",Reimplement self-contained under the new validator before promotion.,Shared 0105-0183 generator not present in archive
0164,0164_forecast_revision_path,0164 Full Forecast-Vintage Revision Path and Shape Features,50,1495728,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0164 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Press archive may not retain all revisions and product cadence changes. Limit claims to verified complete paths; do not infer absent revisions.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0165,0165_forecast_text_ontology,0165 Causal Forecast-Text Ontology and Meteorological State Extraction,51,593111,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0165 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Vocabulary drift, parser loss, and correlated source eras can create fake effects. Require within-era tests and preserve unknown text states.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0166,0166_forecast_consistency_contradiction,0166 Numeric–Text–Station Consistency and Contradiction Index,50,1627398,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0166 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Text direction can be ambiguous and product templates era-specific. Use coarse, documented states and confidence; do not force sentiment-style scores.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0167,0167_forecast_range_trust_calibration,"0167 Forecast Range, Predictive-Scale, and Trust Calibration",50,1567500,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0167 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Forecast range may reflect temperature range, not uncertainty. Test semantics by product era and do not assume width meaning is constant.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0168,0168_forecast_quality_state,"0168 Forecast Staleness, Null Fields, Parser Confidence, and Product-Quality State",50,552480,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0168 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Quality flags may correlate with source era. Report within-era effects and keep quality controls even if predictive value is low.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0169,0169_press_rss_invariant_calibration,0169 Invariant Press–RSS Cross-Era Calibration and Source Bridge,50,795372,expanded_official_5265_or_audit,CAUSAL_METHOD_EVIDENCE_REPRODUCTION_INCOMPLETE,1.0619279622445854,1.0791073124406458,-0.017179350196060428,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0169 scored a candidate MAE of 1.0619279622445854 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Source and era confounding may be irresolvable until archive continuity improves. In that case freeze source-specific rules and prepare unchanged replay after backfill.,"Online-memory logic appears causal, but the shared generator script is absent and some outputs are duplicated",Reimplement self-contained under the new validator before promotion.,Shared 0105-0183 generator not present in archive
0170,0170_uplift_abstaining_router,0170 Uplift-Based Abstaining Trust Router Across Credible Experts,50,1022677,expanded_official_5265_or_audit,CAUSAL_METHOD_EVIDENCE_REPRODUCTION_INCOMPLETE,1.0610849552088628,1.0791073124406458,-0.018022357231783026,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0170 scored a candidate MAE of 1.0610849552088628 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Meta-model can exploit noisy OOF artifacts or select sparse winners. Use minimal features, nested folds, abstention, and action support thresholds. If no router beats 0162, deploy 0162.","Online-memory logic appears causal, but the shared generator script is absent and some outputs are duplicated",Reimplement self-contained under the new validator before promotion.,Shared 0105-0183 generator not present in archive
0171,0171_mam_transition_phase,0171 MAM Latent Transition-Phase Classifier and Error Map,51,1574699,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0171 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Soft states can be unstable or simply encode date. Calendar-only ablation and physical feature importance are mandatory. If only one era supports a phase, keep exploratory.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0172,0172_cool_surge_breakdown_specialist,0172 Cool-Surge Breakdown and Rebound-Warming Specialist,50,856952,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.7990442798212624,1.0791073124406458,-0.2800630326193835,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0172 scored a candidate MAE of 0.7990442798212624 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Sparse event support and uncertain phase timing. Use abstention and shrinkage; do not tune trigger thresholds after seeing test years.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0173,0173_humid_maritime_cloudbreak_specialist,0173 Humid Maritime Suppression versus Cloud-Break Warming Specialist,50,799823,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.7990442798212624,1.0791073124406458,-0.2800630326193835,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0173 scored a candidate MAE of 0.7990442798212624 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Cloud-break timing may require intraday data unavailable in long history. If safe proxies are weak, keep as uncertainty/short-history layer rather than force correction.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0174,0174_weak_wind_heat_buildup,0174 Weak-Wind Heat-Buildup and Dry-Subsidence Specialist,50,727483,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.7990442798212624,1.0791073124406458,-0.2800630326193835,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0174 scored a candidate MAE of 0.7990442798212624 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Weak wind can accompany cloud/rain or marine stagnation. Negative gates for suppression/marine states are mandatory.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0175,0175_marine_vs_inland_duel,0175 Marine Suppression versus Inland Heat-Potential Duel Specialist,50,670536,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.7990442798212624,1.0791073124406458,-0.2800630326193835,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0175 scored a candidate MAE of 0.7990442798212624 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Station roles/coverage or synoptic wind can blur dominance. Use confidence and abstention; do not force a winner.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0176,0176_tc_quadrant_transition_specialist,0176 TC Quadrant Subsidence–Cloud Transition Specialist,50,851441,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.7990442798212624,1.0791073124406458,-0.2800630326193835,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0176 scored a candidate MAE of 0.7990442798212624 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Very low event count and source-era imbalance. Do not chase average-MAE decimals or tune by individual famous storms.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0177,0177_extreme_error_precursor,0177 Extreme-Error Precursor and Catastrophic-Miss Prevention Model,51,727674,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.7990442798212624,1.0791073124406458,-0.2800630326193835,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0177 scored a candidate MAE of 0.7990442798212624 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Rare-event overfitting and threshold instability. Keep models simple, calibrate fold-locally, and report confidence intervals. A good alert model need not directly change point forecast.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0178,0178_signed_tail_action_specialists,0178 Signed Hot-Underforecast and Cold-Overforecast Action Specialists,50,1068246,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.7990442798212624,1.0791073124406458,-0.2800630326193835,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0178 scored a candidate MAE of 0.7990442798212624 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Directional labels can overlap with season/temperature level. Use past-only hot/cold definitions and within-season validation.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0179,0179_hf_morning_heating_curves,0179 High-Frequency Morning-Heating Curve Shape Atlas,51,1012237,recent_rss_high_frequency_953_991,DIAGNOSTIC_HORIZON_MISMATCH_SHORT_HISTORY,0.9741833569898196,1.0161453077699294,-0.04196195078010978,COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED` 0179 completed a pre-2024 high-frequency diagnostic screen with 991 scored rows and 48 high-frequency features; it is not production-promoted because the high-frequency history is short and prospective/same-day. ## Expected Failure Modes Checked Short history, outages, and target/cutoff alignment may dominate. Label findings prospective and use as teacher for 0183.","Uses short-history prospective/same-day high-frequency state, not strict T-24 evidence",Retain as teacher/prospective lane; never compare its MAE to strict T-24 production candidates.,Shared 0105-0183 generator not present in archive
0180,0180_hf_spatial_propagation,"0180 High-Frequency Spatial Propagation, Convergence, and Boundary Timing",50,3918413,recent_rss_high_frequency_953_991,DIAGNOSTIC_HORIZON_MISMATCH_SHORT_HISTORY,0.9217048216296077,1.0161453077699294,-0.09444048614032174,COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED` 0180 completed a pre-2024 high-frequency diagnostic screen with 991 scored rows and 48 high-frequency features; it is not production-promoted because the high-frequency history is short and prospective/same-day. ## Expected Failure Modes Checked Station clock/cadence differences and missingness can create false lags. Apply 0107 timing audit and uncertainty.,"Uses short-history prospective/same-day high-frequency state, not strict T-24 evidence",Retain as teacher/prospective lane; never compare its MAE to strict T-24 production candidates.,Shared 0105-0183 generator not present in archive
0181,0181_hf_since_midnight_ceiling,"0181 Since-Midnight Tmax Trajectory, Ceiling, and Remaining-Upside Model",49,1047275,recent_rss_high_frequency_953_991,DIAGNOSTIC_HORIZON_MISMATCH_SHORT_HISTORY,0.924229955448616,1.0161453077699294,-0.09191535232131343,COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED` 0181 completed a pre-2024 high-frequency diagnostic screen with 991 scored rows and 48 high-frequency features; it is not production-promoted because the high-frequency history is short and prospective/same-day. ## Expected Failure Modes Checked High leakage risk and horizon mismatch. Any ambiguity defaults to diagnostic/same-day only.,"Uses short-history prospective/same-day high-frequency state, not strict T-24 evidence",Retain as teacher/prospective lane; never compare its MAE to strict T-24 production candidates.,Shared 0105-0183 generator not present in archive
0182,0182_hf_radiative_proxy,0182 UV–Solar–Humidity–Wind Cloud-Suppression and Cloud-Break Proxy,50,846178,recent_rss_high_frequency_953_991,DIAGNOSTIC_HORIZON_MISMATCH_SHORT_HISTORY,0.9118414253438594,1.0157397691500525,-0.10389834380619312,COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED` 0182 completed a pre-2024 high-frequency diagnostic screen with 953 scored rows and 48 high-frequency features; it is not production-promoted because the high-frequency history is short and prospective/same-day. ## Expected Failure Modes Checked Only two solar sites and short history limit generality. Use as teacher/prospective feature, not long-history proof.","Uses short-history prospective/same-day high-frequency state, not strict T-24 evidence",Retain as teacher/prospective lane; never compare its MAE to strict T-24 production candidates.,Shared 0105-0183 generator not present in archive
0183,0183_hf_teacher_long_history_distillation,0183 Short-History Teacher to Long-History Deployable Feature Distillation,52,329866,recent_rss_high_frequency_953_991,DIAGNOSTIC_HORIZON_MISMATCH_SHORT_HISTORY,0.9217048216296077,1.0161453077699294,-0.09444048614032174,COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_HF_DIAGNOSTIC_NOT_PRODUCTION_PROMOTED` 0183 completed a pre-2024 high-frequency diagnostic screen with 991 scored rows and 48 high-frequency features; it is not production-promoted because the high-frequency history is short and prospective/same-day. ## Expected Failure Modes Checked 2020–2023 may not span enough regimes; student can learn era-specific artifacts. Domain-shift diagnostics and simple rule comparisons are mandatory.,"Uses short-history prospective/same-day high-frequency state, not strict T-24 evidence",Retain as teacher/prospective lane; never compare its MAE to strict T-24 production candidates.,Shared 0105-0183 generator not present in archive
0184,0184_hf_teacher_proxy_causal_memory_router,HF Teacher Proxy Causal Memory Router,21,299357,expanded_official_5265,VALID_STRICT_CORE_NEGATIVE_OR_ABLATION,1.0883540810889194,1.0791073124406458,0.009246768648273562,COMPLETED_NULL_OR_NEGATIVE,"# Conclusion ## Verdict The experiment verdict is `information-gain only` with status `COMPLETED_NULL_OR_NEGATIVE`. ## What Was Learned The run directly tested whether same-day high-frequency teacher mechanisms can be represented by T-24-safe official forecast text/range/RH fields and conservative lag-seven target memory. The saved slice files show where that proxy helps and where it is redundant or harmful. ## Realized Point-MAE Change Candidate MAE changed by `0.009247` C against raw official forecast on the identical 5265-row frame. Negative delta means improvement. ## Information Gain Outside Point MAE The correction distribution and fold-local selected caps quantify how much residual movement the safe proxy can justify. Even if the candidate is not a final champion, it tells us whethe",Strict-core method with null/negative or non-promoted result,Preserve as valid negative evidence.,Self-contained experiment artifacts or legacy report
0185,0185_lag7_online_residual_memory_router,Lag-Seven Online Residual Memory Router,19,294742,expanded_official_5265,VALID_STRICT_CORE_PROMOTION_EVIDENCE,1.063926551682793,1.0791073124406458,-0.015180760757852907,COMPLETED_PROMOTION_CANDIDATE,"# Conclusion ## Verdict Status is `COMPLETED_PROMOTION_CANDIDATE` with promotion decision `PROMOTE_TO_DEEPER_REPLAY_NO_CONFIRMATION`. ## What Was Learned This run answers the operational timing question for online residual memory more directly than the previous online-memory folders. It shows whether residual memory still helps after deliberately delaying every update by seven target days. ## Realized Point-MAE Change The realized point-MAE delta is `-0.015181` C on 5265 identical rows. Negative means improvement. ## Information Gain Outside Point MAE The fold-selected configs reveal whether useful residual memory is global, source-specific, weather-specific, ramp-specific, or absent. This is valuable even if the candidate is not promoted. ## Robustness And Uncertainty Config selection is ",Official exact-vintage anchor plus T-7-mature residual state,Use as current strict-core benchmark pending clean replay.,Self-contained experiment artifacts or legacy report
0186,0186_lag7_memory_monthly_noharm_gate,Lag-Seven Memory Monthly No-Harm Gate,19,299966,expanded_official_5265,VALID_STRICT_CORE_NEGATIVE_OR_ABLATION,1.0643673539903964,1.0791073124406458,-0.014739958450249446,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned The experiment tested whether the 0185 memory lift can be made more robust through a prior-year monthly apply/abstain rule. This directly probes the warm-season weakness found in the previous folder. ## Realized Point-MAE Change The realized delta versus official is `-0.014740` C. The delta versus parent 0185 is `0.000441` C. ## Information Gain Outside Point MAE The gate decisions identify which months have enough prior evidence to trust the lag-seven residual memory. This helps decide whether future memory systems should route by month, season, or a richer meteorological context. ## Robustness And Uncertainty Every gate is selected from pr",Strict-core method with null/negative or non-promoted result,Preserve as valid negative evidence.,Self-contained experiment artifacts or legacy report
